260;4;6;33;43;59;60;17357124.85
261;5;16;20;30;54;56;19797765.32
262;11;20;48;53;58;60;22991600.18
263;8;9;26;43;50;53;27061348.12
264;1;5;13;25;31;33;0
265;7;16;34;41;50;53;1127161.81
266;2;23;38;46;48;54;2442739.49
267;1;8;45;46;55;58;3720210.04
268;5;6;10;21;33;47;5098601.74
269;17;18;19;25;49;52;6697873.66
270;5;9;27;35;40;45;0
271;14;24;26;29;31;54;1028865.23
272;9;10;24;36;56;58;2205988.15
273;10;17;23;27;47;52;0
274;11;13;18;26;39;47;935192.94
275;16;19;30;37;38;48;2061751.10
276;22;39;45;53;57;59;3245516.79
277;4;26;38;40;52;56;4565490.29
278;10;15;18;22;31;55;5975419.10
279;4;23;31;47;58;59;7622494.24
280;5;16;20;25;30;58;19351758.16
281;5;11;31;38;47;53;0
282;9;14;23;24;33;36;0
283;25;28;34;42;48;54;0
284;7;8;14;30;32;36;0
285;12;32;37;41;50;56;425869.64
286;29;35;37;44;47;56;1398941.94
287;3;13;25;33;47;60;0
288;6;9;11;17;18;50;860964.72
289;6;7;20;25;30;36;1341870.11
290;7;25;26;30;40;57;10159688.47
291;5;16;17;18;22;41;11117743.68
292;13;23;24;34;45;53;12692554.40
293;5;6;7;12;28;35;13858457.03
294;22;25;28;41;45;57;0
295;7;12;24;31;44;50;442466.08
296;3;20;42;46;51;52;1367552.68
297;1;20;28;33;36;41;1948159.43
298;5;22;23;24;34;60;0
299;2;5;7;33;49;53;417337.23
300;24;27;28;38;41;57;8421199.74
301;9;26;48;49;57;58;9414796.91
302;12;25;30;40;41;60;11051609.38
303;7;13;17;30;37;47;0
304;7;11;34;41;42;59;769087.04
305;5;11;27;38;53;60;1333855.18
306;19;30;41;47;56;57;2332990.80
307;13;16;17;26;41;44;3000002.70
308;4;11;25;29;39;55;0
309;4;11;25;39;50;55;0
310;2;14;28;29;31;32;7512984.90
311;22;24;30;32;38;41;8459898.95
312;14;23;30;41;47;50;9909043.97
313;14;16;24;37;38;53;11055737.35
314;5;32;34;37;40;58;12427002.17
315;12;21;22;28;43;50;0
316;6;24;28;43;51;56;804502.07
317;16;20;27;30;35;48;1325010.22
318;3;19;20;31;40;53;0
319;12;16;17;19;23;48;451904.22
320;20;22;27;47;50;53;8460390.65
321;4;11;31;32;48;49;9579360.38
322;11;18;29;44;47;56;11192700.36
323;26;31;33;40;49;54;12531452.28
324;8;15;22;25;30;47;14541455.70
325;1;3;4;21;23;53;0
326;21;23;40;44;51;52;1048702.44
327;29;32;33;38;46;48;1634646.68
328;5;7;14;21;23;51;0
329;10;11;12;24;35;40;9617027.24
330;2;4;14;23;37;51;11190156.01
331;1;13;20;27;35;37;12355441.42
332;23;28;29;34;42;44;14025004.81
333;4;27;35;44;52;53;15441466.12
334;14;23;24;26;41;51;0
335;7;23;33;43;57;59;510820.70
336;2;18;22;26;30;54;1413202.70
337;4;14;16;31;52;54;2519311.97
338;1;4;9;36;46;48;3243312.50
339;5;12;13;16;27;50;12514336.94
340;9;10;12;33;42;60;13948598.35
341;5;16;22;23;43;56;15865526.88
342;16;29;34;49;51;54;17547094.93
343;4;6;7;12;24;41;0
344;10;12;14;33;35;36;524086.97
345;11;22;46;51;56;58;0
346;7;12;41;46;56;60;471175.04
347;1;10;12;26;48;52;1334215.32
348;19;30;33;39;40;52;1944413.01
349;8;9;28;32;38;54;10405636.15
350;10;15;23;30;43;57;11538610.20
351;15;16;24;41;59;60;13241262.56
352;7;20;25;44;47;49;14757638.49
353;19;23;30;46;55;60;16844201.81
354;7;16;38;40;41;52;0
355;2;14;22;23;37;60;864747.94
356;5;19;21;54;56;58;1470612.40
357;2;30;32;35;45;53;2445712.66
358;12;17;21;32;40;42;3746340.86
359;13;19;20;29;31;54;13221837.92
360;23;24;29;47;53;55;14920906.83
361;16;28;31;41;45;59;16385748.75
362;7;20;33;37;46;56;0
363;19;29;39;47;49;54;483469.12
364;5;29;44;51;57;59;0
365;19;23;34;37;52;58;0
366;4;6;7;15;21;51;625880.91
367;10;12;27;33;49;52;0
368;13;29;32;38;44;50;682127.44
369;1;14;21;35;42;60;0
370;1;4;40;42;51;54;7330667.64
371;4;18;23;33;39;60;8271144.70
372;16;17;24;39;46;57;0
373;1;5;10;24;31;33;404360.65
374;2;5;16;26;44;54;1179384.47
375;1;5;9;42;51;58;1748004.50
376;10;13;25;35;43;48;2705928.72
377;3;12;19;27;45;46;3399042.30
378;5;38;41;45;48;55;4498508.08
379;24;33;40;41;55;59;11243785.66
380;13;22;30;31;47;57;12882392.95
381;9;10;28;46;55;56;14328873.76
382;31;34;37;38;53;54;16267384.96
383;14;22;48;50;53;56;18348185.45
384;24;28;40;47;50;52;21673565.65
385;5;12;16;18;22;24;0
386;17;35;36;39;43;54;972045.86
387;22;28;29;43;47;48;1689053.37
388;23;36;48;52;53;58;2728273.75
389;5;14;18;43;46;54;15745310.46
390;7;12;22;34;38;53;0
391;4;7;15;16;35;40;536994.30
392;15;23;31;39;47;49;0
393;6;12;35;36;40;50;510254.22
394;5;15;35;42;45;49;1176778.31
395;10;11;14;20;31;58;0
396;6;18;34;42;45;47;767243.59
397;1;2;5;24;32;46;1352288.49
398;7;16;22;28;36;37;0
399;11;16;27;47;55;59;5676171.41
400;10;13;28;29;54;59;6869047.91
401;11;18;43;44;50;53;7859389.89
402;5;16;27;43;56;58;9248373.54
403;7;16;27;31;46;60;10398815.28
404;1;24;28;38;40;58;11711956.93
405;24;29;34;47;57;60;13077805.76
406;2;12;32;38;47;48;14899587.92
407;2;18;22;49;51;57;16661649.27
408;14;28;33;44;49;56;0
409;18;25;26;31;34;49;9710567.61
410;8;24;31;36;38;55;10953730.37
411;10;12;31;38;45;56;12243861.06
412;5;12;14;21;45;59;14018527.28
413;2;4;29;33;35;53;15655814.53
414;16;26;35;45;52;58;0
415;1;4;27;38;42;44;529318.35
416;1;13;23;33;54;56;1403039.91
417;7;12;21;25;34;42;2099028.66
418;8;15;32;45;49;52;0
419;9;16;41;42;52;53;8115153.05
420;12;29;30;43;57;59;9504559.06
421;5;35;37;38;45;51;10706283.47
422;12;37;43;55;56;60;12321354.11
423;8;22;32;33;40;53;13741035.48
424;18;27;29;36;46;59;15636395.41
425;6;10;16;34;42;47;0
426;7;30;32;37;50;54;921638.77
427;3;13;14;24;43;51;1592223.84
428;8;28;30;32;46;60;2566758.37
429;17;26;32;36;43;55;12839021.93
430;8;10;21;25;38;50;0
431;26;37;40;47;52;58;505677.41
432;4;13;17;27;39;50;1295327.95
433;16;17;28;30;36;54;1912111.54
434;4;10;17;24;30;54;2836778.00
435;10;11;17;31;37;43;3566693.13
436;1;6;7;29;48;57;4668258.69
437;7;10;30;44;54;59;5550305.04
438;3;5;11;14;38;48;6820280.27
439;13;20;29;42;43;57;14150924.79
440;3;5;23;30;46;47;15970566.86
441;2;10;15;21;58;59;17701023.29
442;6;15;23;31;37;59;0
443;11;17;26;36;48;52;920584.21
444;3;24;33;48;52;57;1637340.11
445;7;20;31;32;50;53;2699748.84
446;8;11;12;17;20;47;0
447;15;24;25;33;42;55;792681.47
448;3;5;9;45;51;52;1433817.03
449;1;8;24;34;49;56;10220372.33
450;1;9;13;50;51;59;11590970.46
451;17;18;23;28;31;53;13379529.89
452;11;16;30;36;51;54;15098395.42
453;8;20;23;34;52;58;17392667.68
454;4;17;24;42;46;56;19872744.64
455;2;14;15;17;50;59;22264057.74
456;3;17;22;27;33;40;25219091.20
457;15;17;24;27;32;48;0
458;13;24;32;34;43;53;727701.47
459;8;15;17;39;43;49;15906301.09
460;19;23;30;37;49;55;17708446.64
461;15;17;20;29;30;60;20048450.45
462;17;19;22;26;27;48;22343987.57
463;2;3;7;18;45;53;25280386.38
464;6;24;33;38;45;50;0
465;1;22;31;46;51;57;926313.93
466;11;16;28;29;30;45;1721479.17
467;8;18;21;22;38;60;2840905.83
468;5;6;23;25;39;51;3835668.21
469;13;21;26;29;42;47;0
470;8;11;23;37;51;58;13182029.14
471;5;31;32;36;51;59;14975752.83
472;3;4;12;29;38;51;16670651.02
473;7;23;41;49;51;58;18486889.08
474;3;12;32;34;40;50;20782211.64
475;6;8;19;22;43;52;23591742.20
476;17;20;38;43;55;58;26885217.69
477;6;8;18;34;38;47;0
478;3;8;21;25;30;31;777803.22
479;20;26;41;46;54;58;16088932.65
480;14;33;36;38;41;49;17947892.21
481;6;13;22;24;42;44;0
482;12;13;33;53;54;56;732011.95
483;16;18;23;35;44;59;1786227.43
484;17;18;19;38;49;53;2687468.43
485;19;28;30;38;52;57;3979451.73
486;8;14;19;30;42;50;0
487;8;22;25;48;52;54;0
488;15;30;35;39;43;57;654896.68
489;17;28;33;36;53;59;9662631.84
490;5;11;23;29;54;58;0
491;1;9;15;22;43;55;0
492;2;6;15;18;56;57;594095.53
493;3;18;20;24;42;54;1510241.51
494;18;20;28;32;49;53;2354949.51
495;8;15;29;36;49;60;3539495.03
496;10;19;20;29;41;59;4570690.49
497;9;13;20;32;41;58;5928244.66
498;2;6;28;49;50;57;7153413.01
499;1;4;5;11;44;59;0
500;21;29;35;36;38;54;0
501;16;27;28;34;39;56;583261.35
502;7;13;21;24;33;50;0
503;7;10;21;27;48;49;558530.93
504;8;11;19;30;39;50;1391570.39
505;3;20;28;46;47;52;2102072.80
506;4;15;31;34;37;38;3094262.01
507;3;5;27;33;44;58;0
508;5;10;15;45;46;56;714335.26
509;28;32;33;34;35;55;7199176.21
510;1;4;30;41;45;58;0
511;3;4;8;34;36;37;761315.61
512;4;8;31;40;53;58;0
513;10;19;27;33;39;46;683099.65
514;15;36;40;42;51;52;4941165.35
515;15;16;39;45;48;57;6122998.73
516;5;13;24;33;34;35;7677394.38
517;7;8;28;32;38;51;9087707.16
518;5;8;10;15;18;44;11003437.88
519;9;15;19;22;36;42;18558840.36
520;9;12;17;32;34;35;21468871.74
521;15;25;28;32;38;45;24508480.18
522;6;14;15;25;49;52;28496281.66
523;28;39;40;44;45;58;34421843.43
524;19;29;34;41;47;48;0
525;8;10;24;26;32;49;0
526;3;21;31;36;55;59;1349521.77
527;6;14;17;26;50;52;2454925.13
528;8;12;28;31;34;37;3926952.17
529;1;13;33;38;45;56;0
530;1;6;21;25;32;49;7541604.05
531;1;3;7;18;35;50;9066892.84
532;4;9;12;13;52;53;11074743.03
533;13;18;21;27;53;59;12903975.95
534;3;8;23;31;48;57;0
535;6;14;28;47;49;56;0
536;14;15;22;23;25;37;1076280.35
537;3;7;19;34;37;39;0
538;3;25;43;45;52;56;1041612.80
539;6;16;19;47;50;55;5728373.54
540;4;22;28;30;44;49;7225743.35
541;13;27;49;52;57;58;0
542;4;6;19;28;35;49;711731.71
543;35;37;42;46;49;54;0
544;11;17;33;34;47;56;4929350.89
545;17;29;35;40;43;57;0
546;4;5;13;17;46;54;684598.29
547;4;13;28;30;53;59;0
548;14;47;49;51;58;59;655746.39
549;8;13;22;46;51;58;5216225.00
550;16;17;38;39;45;56;6463630.53
551;12;21;46;48;56;57;8190426.28
552;9;22;47;49;52;54;9894220.21
553;4;43;46;53;54;58;11644606.76
554;15;29;31;42;47;60;20258939.21
555;5;23;31;33;45;49;0
556;8;10;17;30;33;45;520539.87
557;8;12;18;23;38;49;1656435.01
558;7;14;31;57;58;59;2632936.06
559;6;13;17;25;36;53;0
560;2;11;18;30;32;58;6433069.85
561;1;20;36;39;49;55;8188276.67
562;16;23;35;37;55;57;9881959.48
563;5;8;23;34;44;51;12014774.50
564;10;13;20;32;38;49;20397765.64
565;7;31;34;35;37;45;23314582.63
566;6;13;17;18;20;37;26805592.27
567;11;31;38;41;57;58;31380642.06
568;13;17;22;25;29;41;37620642.34
569;3;9;14;15;32;57;0
570;15;32;33;35;36;51;21431972.38
571;12;13;14;31;50;51;24124014.99
572;3;9;16;20;33;60;27148533.16
573;6;17;22;29;40;59;30737786.41
574;2;10;17;23;32;44;45420567.88
575;5;18;21;29;35;48;0
576;7;8;18;39;43;52;1079955.77
577;8;23;24;28;31;47;2585472.50
578;3;18;23;48;56;58;0
579;4;9;15;17;34;39;0
580;15;16;18;28;38;47;9592944.81
581;14;17;25;30;39;52;0
582;13;29;40;45;51;59;870027.37
583;6;7;20;41;43;55;2143769.60
584;7;8;23;30;32;53;8329175.80
585;12;24;33;36;39;57;0
586;11;13;38;39;45;54;823615.95
587;2;18;29;30;36;60;2116308.12
588;11;13;45;46;53;55;3254587.92
589;6;7;8;13;33;59;9594559.27
590;4;5;18;25;28;51;11322497.59
591;1;3;18;34;50;58;13447020.10
592;13;14;42;47;55;59;15406801.69
593;1;25;27;29;49;59;17818401.51
594;10;13;29;47;53;55;27956987.94
595;1;2;25;43;50;54;31498176.46
596;11;14;28;43;54;60;34695360.86
597;22;27;29;40;42;56;39999792.49
598;5;16;34;38;50;53;0
599;4;6;9;23;45;51;15168219.08
600;16;18;31;34;39;54;17220256.51
601;10;19;22;29;30;37;19692689.90
602;7;13;38;46;55;60;22018349.56
603;4;8;11;12;29;44;0
604;15;25;41;46;49;51;8450325.62
605;4;24;44;49;52;53;10318037.87
606;6;23;32;35;41;55;0
607;6;11;19;27;41;59;1134560.21
608;6;13;19;24;30;37;2242347.59
609;2;6;15;58;59;60;8804117.70
610;25;30;43;45;47;49;10421973.58
611;16;21;22;33;48;49;12396207.89
612;15;18;33;50;53;55;13992649.10
613;6;13;19;44;54;55;16309642.40
614;12;16;31;48;57;60;25638073.79
615;5;8;10;27;31;51;28755943.65
616;2;12;16;24;26;54;31620478.41
617;3;5;25;33;36;49;0
618;3;8;10;13;24;60;950038.98
619;8;12;14;16;19;46;10960275.81
620;1;3;13;22;29;32;12742680.43
621;26;29;31;49;50;57;15046017.24
622;19;27;29;38;50;59;17171752.86
623;9;23;30;42;49;55;19826970.07
624;8;23;34;39;43;52;0
625;12;24;32;40;42;59;9935192.23
626;7;8;18;22;39;49;11872960.59
627;1;13;19;45;56;58;14669915.47
628;8;16;22;30;56;58;0
629;15;16;39;40;47;51;0
630;12;16;20;45;53;60;8811801.94
631;1;20;28;32;44;47;0
632;2;19;28;48;51;54;896214.44
633;5;11;22;27;46;50;2088308.43
634;10;13;24;41;42;56;7789137.30
635;8;20;26;37;42;49;9459506.58
636;26;28;30;32;34;50;11112246.45
637;11;18;43;48;52;58;13063669.53
638;10;11;36;41;42;50;15643218.50
639;13;35;39;45;51;60;25066531.77
640;12;19;42;46;59;60;28229924.76
641;1;9;13;17;33;34;0
642;17;36;40;44;51;56;1115180.94
643;14;24;37;40;42;45;2239011.24
644;14;27;29;31;34;57;11328156.70
645;3;24;48;52;53;54;13192071.41
646;10;13;32;47;49;60;15415049.93
647;11;12;14;19;54;56;0
648;5;23;29;42;45;48;0
649;9;24;33;41;48;54;6720868.06
650;10;24;25;29;53;59;7955241.21
651;26;28;39;45;48;60;9522864.81
652;10;18;20;24;56;57;11487633.94
653;5;9;19;24;31;34;13429397.87
654;6;10;11;40;41;56;0
655;1;26;37;39;43;48;7808614.22
656;35;36;37;46;51;59;9573736.75
657;16;20;33;58;59;60;0
658;3;6;11;20;36;41;999190.32
659;14;29;34;40;51;52;7004050.46
660;5;11;38;46;53;54;8704277.05
661;4;27;36;40;42;55;10398923.36
662;4;18;23;25;56;60;12469215.44
663;1;27;30;49;51;55;14445995.20
664;1;12;36;38;55;59;23857740.39
665;7;8;18;25;47;48;26622098.55
666;7;16;26;29;45;55;30250022.18
667;1;4;5;16;23;49;0
668;1;2;14;33;49;56;1020967.19
669;7;24;27;40;41;49;0
670;22;37;42;48;58;59;10792198.93
671;9;16;27;38;39;51;12739685.49
672;24;28;34;38;43;53;15033880.01
673;6;11;20;34;37;40;17241869.86
674;18;22;29;32;38;42;27769536.63
675;24;25;30;42;43;50;30839224.48
676;9;15;32;41;42;49;34471676.39
677;8;10;25;32;48;55;38657818.81
678;14;31;40;42;44;46;44355495.36
679;3;21;25;37;54;58;0
680;2;3;5;22;26;44;19623257.97
681;21;25;38;53;58;59;22194175.20
682;4;27;36;37;47;60;24996965.62
683;2;11;12;35;40;43;27715795.78
684;17;19;33;37;40;50;40669733.33
685;5;12;27;33;43;56;0
686;4;5;15;26;33;54;1251986.54
687;1;7;14;41;48;59;2518128.16
688;11;21;30;35;47;52;4108867.61
689;6;7;31;49;51;60;12298361.58
690;8;12;15;41;47;53;14381378.18
691;8;16;37;50;55;58;16330873.12
692;11;18;33;57;58;60;18612740.26
693;13;14;17;31;41;50;20982752.64
694;15;19;29;37;41;53;31925755.05
695;6;11;13;21;40;52;34880737.54
696;9;16;34;37;53;57;0
697;28;31;32;35;51;53;1575200.44
698;8;12;22;27;43;55;2805890.89
699;17;23;48;50;53;54;12141821.41
700;2;3;14;24;31;40;13810515.56
701;1;13;23;31;48;60;15838891.81
702;1;18;45;56;57;58;17719825.24
703;2;11;24;27;30;45;20037455.42
704;2;4;18;27;34;50;29484065.62
705;3;11;13;15;26;43;32452771.10
706;2;7;10;17;22;60;36334914.54
707;1;8;10;36;43;51;0
708;7;9;13;39;45;47;1172271.79
709;4;6;9;22;29;44;11276978.00
710;5;25;34;39;46;49;13081573.14
711;5;10;33;40;41;59;15586402.01
712;7;8;35;43;53;58;17644136.19
713;1;12;16;26;46;54;20040586.54
714;7;8;17;35;39;53;29611134.96
715;4;12;24;33;36;54;0
716;2;7;16;29;32;50;0
717;6;17;23;28;35;41;1065855.06
718;7;21;33;35;39;58;2053079.87
719;3;32;37;39;47;53;8649484.79
720;12;31;44;51;54;56;10247549.36
721;3;14;23;25;36;55;12157688.32
722;9;18;36;44;57;60;14047415.26
723;1;6;16;36;50;52;16211920.28
724;17;27;34;48;51;55;25450246.43
725;3;9;35;37;41;49;0
726;1;5;7;37;40;47;946893.69
727;4;12;14;30;42;59;2216072.86
728;8;13;24;32;42;44;3431622.25
729;5;18;33;43;56;57;0
730;2;15;16;45;50;54;9358249.67
731;6;15;16;23;28;35;11137662.34
732;6;17;19;49;50;53;12799611.64
733;2;12;26;31;43;46;14762139.60
734;27;29;43;44;45;54;0
