1;4;5;30;33;41;52;1714650.23
2;9;37;39;41;43;49;0
3;10;11;29;30;36;47;0
4;1;5;6;27;42;59;717080.75
5;1;2;6;16;19;46;1342488.85
6;7;13;19;22;40;47;2286166.33
7;3;5;20;21;38;56;3335692.28
8;4;17;37;38;47;53;4493748.19
9;8;43;54;55;56;60;5718641.49
10;4;18;21;25;38;57;13334769.81
11;15;25;37;38;58;59;0
12;4;16;19;20;27;43;880136.24
13;18;32;47;50;54;56;1940205.35
14;2;16;23;27;47;53;3006941.32
15;12;33;35;51;52;60;4232661.35
16;20;32;34;49;58;60;5471686.62
17;6;10;13;19;20;51;0
18;23;27;36;37;42;56;858843.48
19;5;10;12;24;25;60;10506266.73
20;11;25;28;30;33;51;11844340.83
21;6;33;36;46;49;53;13182021.44
22;1;9;31;38;46;56;14716828.84
23;17;37;39;51;52;59;16510452.00
24;1;8;14;28;33;43;0
25;24;43;50;54;55;56;884973.50
26;10;22;50;53;57;58;1892469.30
27;13;17;20;33;44;51;2998050.68
28;3;6;22;24;54;60;4183003.48
29;3;8;14;43;56;58;0
30;7;14;15;29;38;50;10127520.80
31;17;19;28;45;48;56;11214340.46
32;5;14;33;36;43;44;12531181.83
33;5;17;33;39;42;49;0
34;13;15;17;40;53;57;832568.20
35;4;16;21;23;54;57;1770963.49
36;3;13;17;25;29;51;2841425.78
37;6;7;22;38;52;60;3791687.26
38;10;42;43;45;54;55;4910944.53
39;12;16;37;45;52;56;13456111.33
40;3;5;8;12;46;47;15222867.04
41;12;26;35;38;39;47;0
42;7;11;19;24;33;36;888735.02
43;2;6;17;25;26;58;1765157.22
44;14;18;29;38;44;47;2642633.14
45;7;30;37;44;53;55;3719811.46
46;1;23;24;32;46;60;4809891.56
47;3;17;25;35;48;56;5933418.51
48;2;5;28;34;47;50;7118717.38
49;7;13;33;35;43;55;0
50;6;16;21;44;57;58;8917830.39
51;17;23;24;25;42;47;10158749.73
52;15;30;38;46;58;59;11595036.71
53;3;13;16;38;42;46;13192159.46
54;5;9;18;21;36;56;0
55;2;14;23;29;38;52;856756.39
56;2;7;20;35;51;59;1556147.46
57;7;16;17;27;34;59;2570421.80
58;12;27;30;37;44;49;0
59;2;8;13;28;34;54;789733.42
60;3;14;15;20;21;38;9478249.26
61;8;18;29;42;44;59;10657792.45
62;6;8;13;24;31;52;12081323.45
63;9;25;26;40;41;49;0
64;8;12;23;50;54;60;811186.58
65;1;5;20;25;32;34;1656088.09
66;12;13;15;26;33;48;2641927.81
67;12;14;17;27;47;52;3699406.44
68;1;3;12;13;53;59;4787014.46
69;25;34;45;53;56;58;5926931.93
70;17;23;27;40;43;58;14883849.29
71;16;27;33;43;45;53;16602188.45
72;1;19;34;43;44;48;18609174.26
73;25;26;28;45;51;57;0
74;2;24;34;37;38;50;876368.71
75;21;24;35;36;37;49;1917550.02
76;8;17;18;23;33;53;3048886.14
77;21;29;40;49;54;57;4240457.60
78;12;22;25;31;32;46;5465006.39
79;2;13;17;25;31;43;0
80;23;28;37;40;48;51;10953707.53
81;10;23;41;47;54;60;12401021.68
82;15;18;29;36;51;53;0
83;4;15;16;24;42;57;858048.93
84;4;6;10;25;34;40;1780905.80
85;6;15;30;37;45;47;2713984.86
86;6;21;22;34;36;54;3678955.17
87;4;5;11;28;32;40;4654053.86
88;4;18;29;37;43;45;5705540.99
89;13;34;42;44;55;59;6752968.26
90;9;21;26;40;52;54;0
91;2;4;10;35;39;60;782445.93
92;1;3;5;23;24;51;1663783.45
93;2;22;28;31;36;53;2569217.31
94;8;18;28;51;52;55;3512942.16
95;6;40;45;46;50;60;4326270.55
96;4;7;26;40;42;58;0
97;5;11;14;35;53;56;0
98;13;14;31;33;35;43;695149.05
99;11;24;30;33;46;60;1470041.96
100;14;29;30;46;48;51;8585129.47
101;1;18;29;31;37;39;9869908.65
102;19;20;37;42;44;56;0
103;1;7;9;49;54;57;0
104;1;4;13;21;38;52;621880.72
105;3;13;31;43;46;49;1402269.88
106;5;16;24;35;38;39;2268378.66
107;2;4;16;24;51;52;3171136.01
108;21;24;29;34;59;60;4116628.49
109;1;13;44;48;49;54;11523677.38
110;18;31;43;52;57;58;12690079.16
111;4;22;25;32;33;52;14165647.19
112;12;20;34;37;42;43;0
113;7;26;28;34;54;55;650691.40
114;6;12;18;37;47;54;1470833.69
115;4;6;14;20;24;38;2339731.79
116;5;13;32;36;42;51;3257973.62
117;20;25;27;33;42;53;4210398.41
118;9;22;25;37;56;57;5231361.36
119;1;21;36;38;47;50;13206225.91
120;3;16;27;40;45;46;14643740.70
121;2;29;41;44;53;55;16205258.33
122;11;17;20;39;43;53;18019018.95
123;13;14;16;26;32;42;20646465.28
124;5;15;34;41;52;57;0
125;25;41;47;53;56;59;851497.47
126;6;10;11;28;32;40;1852731.83
127;21;29;50;51;54;59;2987378.17
128;3;9;18;21;23;43;4183483.50
129;1;9;10;32;46;54;5440490.00
130;13;29;38;42;49;53;18814958.31
131;4;9;17;27;30;44;21765774.49
132;7;9;35;41;44;50;25343057.89
133;5;6;19;34;39;57;0
134;4;25;32;36;52;60;1008932.39
135;21;22;35;40;53;59;2188444.72
136;1;17;25;38;45;59;3463871.17
137;15;16;19;22;26;49;4802402.93
138;5;14;27;37;40;41;6254876.80
139;3;13;26;27;41;42;0
140;7;31;41;44;46;55;16453628.31
141;10;13;22;41;42;58;19324778.90
142;8;15;19;20;54;59;22851887.24
143;6;18;20;40;50;53;27136115.88
144;8;32;36;44;45;55;0
145;15;16;31;41;43;51;1283220.59
146;25;32;34;42;51;60;2747335.81
147;6;16;23;24;28;38;0
148;32;35;41;55;58;59;965880.61
149;7;11;20;28;45;48;2211820.94
150;12;44;50;52;54;55;21414530.14
151;3;16;20;43;52;56;0
152;5;12;15;29;51;58;1040614.80
153;2;30;31;42;45;47;2329154.62
154;8;10;24;33;45;48;3692251.60
155;12;30;32;35;43;44;0
156;17;23;42;49;52;55;978407.41
157;4;13;17;21;41;44;0
158;4;14;17;43;51;58;961863.12
159;9;11;16;35;50;58;0
160;2;13;42;52;54;58;11251511.63
161;6;25;30;37;39;41;12896601.04
162;21;23;33;38;48;51;15208520.83
163;8;27;36;41;53;56;0
164;4;10;14;19;28;44;1011737.90
165;10;19;23;35;39;56;0
166;12;13;22;57;59;60;982751.54
167;1;11;28;33;38;48;0
168;2;9;31;35;45;50;906836.93
169;1;13;21;37;51;52;1973804.91
170;7;41;46;51;55;58;13643095.71
171;4;27;40;43;46;54;0
172;10;14;26;35;36;49;1033736.70
173;17;28;29;42;49;50;0
174;11;22;23;36;52;59;942313.58
175;1;10;13;20;42;50;2049582.99
176;1;3;4;28;45;53;3291794.61
177;22;35;38;39;41;59;4646890.81
178;5;15;19;26;27;33;0
179;5;6;23;26;27;53;962357.04
180;6;23;29;39;51;60;12143009.93
181;1;27;33;35;51;55;14573162.71
182;3;5;10;28;46;60;17428194.22
183;2;7;11;16;40;44;20905131.40
184;9;16;21;34;41;60;24733003.15
185;17;22;43;46;55;59;30124561.09
186;14;23;24;25;26;51;37335874.86
187;6;36;41;44;48;58;48320873.60
188;17;27;34;42;43;46;0
189;4;15;31;38;41;53;1718456.25
190;5;10;21;32;40;42;44895988.05
191;1;3;5;23;41;58;0
192;1;26;28;41;54;60;1463122.78
193;4;11;12;19;43;49;3104692.58
194;25;28;32;33;42;43;4740789.92
195;3;9;17;32;37;44;0
196;7;9;14;17;24;32;1159520.95
197;5;12;15;19;29;52;2428125.98
198;1;8;18;23;35;40;3760278.08
199;10;16;37;50;52;57;0
200;12;15;19;34;44;51;0
201;5;20;22;30;35;55;0
202;12;24;44;45;49;53;968186.82
203;11;19;29;44;47;55;2034096.14
204;29;31;39;41;51;58;3194615.19
205;26;32;40;43;46;54;0
206;18;20;26;34;51;56;916897.74
207;3;7;19;24;53;55;1960583.04
208;15;23;24;25;47;57;3056064.34
209;13;21;26;32;41;52;4256466.94
210;20;32;37;38;48;58;14043878.83
211;10;20;33;40;45;50;16185115.03
212;6;15;29;45;57;59;18534548.53
213;3;9;23;30;32;35;0
214;6;12;30;31;35;50;1009456.63
215;7;28;37;46;53;58;2139994.41
216;14;18;30;35;42;59;0
217;3;27;32;45;49;51;877607.32
218;12;17;40;42;47;54;0
219;23;26;28;36;42;49;885291.29
220;13;14;36;53;55;60;0
221;13;27;43;50;54;58;856460.89
222;5;19;30;48;52;55;1862509.60
223;2;6;22;24;28;58;3004483.21
224;7;16;18;20;21;44;4247750.04
225;2;4;16;21;37;58;5496971.76
226;1;2;38;49;50;59;0
227;11;26;27;37;42;48;885652.57
228;13;16;40;43;45;59;1902506.15
229;11;13;21;33;39;45;0
230;8;40;41;44;53;56;9547336.00
231;16;27;36;42;44;59;11481752.44
232;19;22;29;37;41;59;13653988.77
233;3;7;24;32;36;45;0
234;15;25;41;42;45;54;906511.63
235;2;22;29;31;41;55;1942631.63
236;10;25;50;52;57;60;3055084.91
237;7;31;36;45;56;57;4344394.18
238;9;13;15;37;41;42;0
239;6;21;33;44;46;47;0
240;25;28;38;41;57;59;11686511.34
241;11;31;35;40;56;57;13712211.55
242;4;7;21;22;28;56;16132069.11
243;11;16;20;23;32;47;18728383.13
244;19;24;33;47;50;60;22081659.67
245;8;27;44;51;53;60;0
246;2;16;32;37;43;57;1036993.80
247;3;10;23;30;34;46;2196692.29
248;16;32;34;35;41;56;3489735.08
249;21;36;40;49;54;55;4906709.76
250;7;25;41;42;43;55;22593628.59
251;15;23;30;34;49;55;25936007.67
252;4;17;26;32;51;54;0
253;11;12;24;37;44;56;1056248.75
254;1;4;21;22;30;56;2355166.17
255;16;19;20;32;44;55;3734074.48
256;2;21;26;32;34;52;5190470.09
257;1;4;5;19;28;34;0
258;7;12;50;54;55;60;1015099.19
259;13;15;20;33;43;58;2195724.03
